"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cell_type"
"Rab24",0.000654100357858073,-1.94128503028876,0.096,0.218,1,"Astrocytes"
"Tbc1d12",0.386206827279201,1.93732653514305,0.083,0.109,1,"Astrocytes"
"Manea",0.00213126762827268,-1.93603921657236,0.103,0.209,1,"Astrocytes"
"Dhcr7",1.46998233565058e-06,-1.93296242169977,0.128,0.33,0.0337596143205513,"Astrocytes"
"Ctns",0.11565486778205,-1.9279414556052,0.064,0.106,1,"Astrocytes"
"Tmem167b",0.00855043878071259,-1.92665327703238,0.051,0.128,1,"Astrocytes"
"Rtn1",0.637285898109379,1.92645565353942,0.25,0.293,1,"Astrocytes"
"Exoc4",0.0121982529882316,-1.92551467774395,0.051,0.123,1,"Astrocytes"
"Zcchc14",0.035093063246176,-1.9231010740697,0.103,0.173,1,"Astrocytes"
"Agfg1",0.000826283060119611,-1.9195706339476,0.032,0.128,1,"Astrocytes"
"Slc35a5",0.00313278517173597,-1.91744142757322,0.115,0.218,1,"Astrocytes"
"Xrcc6",0.00575804452507314,-1.91541557545351,0.045,0.126,1,"Astrocytes"
"Brd7",0.00292344364135456,-1.91416480224257,0.09,0.19,1,"Astrocytes"
"Pdxk",0.531379086077379,1.91416271480301,0.103,0.087,1,"Astrocytes"
"Tsfm",0.00781714130902863,-1.90881700829031,0.051,0.128,1,"Astrocytes"
"S100a11",0.839985765649675,1.90680133076138,0.128,0.126,1,"Astrocytes"
"Rufy2",0.603057104125002,1.90575390137361,0.16,0.187,1,"Astrocytes"
"Crbn",0.153037280586117,1.90540184816514,0.071,0.117,1,"Astrocytes"
"Pick1",0.17492249729157,1.90347598536266,0.071,0.115,1,"Astrocytes"
"Siae",0.0166512764100498,-1.90199655420948,0.071,0.145,1,"Astrocytes"
"Syt10",7.22672248055558e-05,1.89581711607321,0.115,0.028,1,"Astrocytes"
"Ankrd46",0.000182613424354258,-1.89529684728857,0.096,0.237,1,"Astrocytes"
"Kcnc4",0.0981032967422783,1.89456097607886,0.058,0.103,1,"Astrocytes"
"Ipo8",0.14224758437413,-1.89111958834839,0.115,0.165,1,"Astrocytes"
"Nsa2",0.592455212827869,1.89081140343072,0.16,0.145,1,"Astrocytes"
"Zfp799",0.0352114852711144,-1.88870953222691,0.045,0.101,1,"Astrocytes"
"Ipo4",0.0265326902151406,-1.88794454782263,0.064,0.128,1,"Astrocytes"
"Phf12",0.423735999743002,1.88715508223361,0.122,0.101,1,"Astrocytes"
"Gadd45gip1",0.39896352375253,1.88624798524041,0.237,0.299,1,"Astrocytes"
"Ankfy1",0.702784925707856,1.88283031156007,0.115,0.106,1,"Astrocytes"
"Vegfa",0.0741677735672001,1.87412924828075,0.301,0.419,1,"Astrocytes"
"Egr1",0.00868089920510595,1.86836411674277,0.128,0.246,1,"Astrocytes"
"Mapk1ip1l",0.69715320002106,1.86815157509832,0.135,0.154,1,"Astrocytes"
"Nap1l5",0.00835677578180205,1.86414074971602,0.359,0.251,1,"Astrocytes"
"Fut8",0.000264191335384385,-1.86393714069834,0.154,0.296,1,"Astrocytes"
"Snrpb2",0.270131993770217,1.86068802895643,0.147,0.112,1,"Astrocytes"
"Pdrg1",0.143172284516868,1.85926447625906,0.186,0.142,1,"Astrocytes"
"Rnf220",0.0241618004568913,1.85767777454223,0.096,0.179,1,"Astrocytes"
"Hprt",0.205276633645362,1.8549420325253,0.064,0.103,1,"Astrocytes"
"Upf1",0.957608037066097,-1.84883190573973,0.167,0.168,1,"Astrocytes"
"Nde1",0.000205057617048331,-1.84878871814991,0.083,0.215,1,"Astrocytes"
"Syap1",0.00232907729395626,-1.8469286551224,0.077,0.182,1,"Astrocytes"
"Wfs1",0.362698676274528,1.84636069799587,0.141,0.182,1,"Astrocytes"
"Hint3",0.293894951427609,1.84624239308494,0.115,0.089,1,"Astrocytes"
"Frg1",0.61965091082753,1.84568733230842,0.186,0.182,1,"Astrocytes"
"Dido1",0.824854775024014,1.84491043705215,0.199,0.215,1,"Astrocytes"
"Ctdspl",0.968935323900807,1.84429003133776,0.128,0.134,1,"Astrocytes"
"Hcfc2",0.00777116968391942,-1.84349463405821,0.038,0.112,1,"Astrocytes"
"Rsbn1l",0.379022864304003,1.84046020324358,0.179,0.154,1,"Astrocytes"
"Ppp6r1",0.263150367418817,1.83905382640947,0.083,0.117,1,"Astrocytes"
"Wipf2",0.450561502324164,1.83879828545044,0.096,0.123,1,"Astrocytes"
"Rnase4",0.84981664857514,1.83777802390818,0.135,0.154,1,"Astrocytes"
"Tppp3",0.719557883515924,1.83704818341666,0.205,0.24,1,"Astrocytes"
"Ciapin1",0.621852576705875,1.83689508260532,0.096,0.115,1,"Astrocytes"
"Erdr1",0.599185019586087,1.83648153072682,0.147,0.179,1,"Astrocytes"
"Kctd2",0.166232337211696,-1.83497017868894,0.071,0.109,1,"Astrocytes"
"4933403F05Rik",0.0932383256223178,-1.83455363422312,0.071,0.117,1,"Astrocytes"
"Stx12",0.0248342911770157,-1.83261392782893,0.122,0.196,1,"Astrocytes"
"Spata24",0.150675800563073,1.82997178795244,0.103,0.067,1,"Astrocytes"
"Nup88",0.0161364632813866,-1.82969977235153,0.064,0.137,1,"Astrocytes"
"Rabgef1",0.00120364541211067,-1.82837408748763,0.026,0.115,1,"Astrocytes"
"R3hdm1",0.174551929561132,1.82832768914182,0.147,0.204,1,"Astrocytes"
"Mal",0.000338138531742049,-1.82826325745352,0.013,0.106,1,"Astrocytes"
"Usp4",0.144963866888235,-1.8242731378815,0.135,0.182,1,"Astrocytes"
"Brd3",0.567210744119965,1.82154854076788,0.179,0.204,1,"Astrocytes"
"Stx2",0.14972837228766,1.82132666362862,0.071,0.115,1,"Astrocytes"
"Gucy1b3",0.000494372889662199,-1.82091898067825,0.032,0.134,1,"Astrocytes"
"Cyp7b1",2.00921417742666e-06,-1.81947392741827,0.096,0.291,0.0461436127987808,"Astrocytes"
"Ceacam1",0.00817163062439229,-1.8193542177108,0.038,0.112,1,"Astrocytes"
"Rlim",0.00664449487650874,-1.81877525146136,0.077,0.17,1,"Astrocytes"
"Nmt2",0.00164232950301391,-1.81848755358386,0.083,0.187,1,"Astrocytes"
"3110021N24Rik",0.00938519166689503,-1.81377441912573,0.051,0.126,1,"Astrocytes"
"Rab35",0.255524183939511,1.81344375268233,0.083,0.117,1,"Astrocytes"
"Upf2",0.143404432443214,-1.81290749199322,0.064,0.106,1,"Astrocytes"
"Tmem18",0.0787750284345205,-1.81271338959953,0.096,0.151,1,"Astrocytes"
"Snrnp27",0.856015040093123,1.80996965809542,0.269,0.291,1,"Astrocytes"
"Magi1",0.000960943367516806,-1.80870951762784,0.103,0.226,1,"Astrocytes"
"Izumo4",0.441217457130845,1.8078146216845,0.173,0.154,1,"Astrocytes"
"Setd7",0.00111258344087119,-1.80665442794945,0.077,0.19,1,"Astrocytes"
"Ficd",0.0709159348489922,-1.80318774343045,0.071,0.12,1,"Astrocytes"
"Dmtf1",0.00185843715305573,-1.80149768825289,0.083,0.193,1,"Astrocytes"
"Dmp1",0.0720800869123521,-1.79720457919706,0.064,0.115,1,"Astrocytes"
"St3gal2",0.268591791079892,-1.79716273350853,0.077,0.109,1,"Astrocytes"
"Phactr4",0.00672714276846418,-1.79696248087765,0.045,0.123,1,"Astrocytes"
"Abhd11",0.296702730666067,1.7963605702845,0.167,0.14,1,"Astrocytes"
"4632428N05Rik",0.62433427211261,1.79349181113846,0.128,0.154,1,"Astrocytes"
"Rpa2",0.0113672118768227,-1.79331054232277,0.038,0.106,1,"Astrocytes"
"Smoc1",0.00106266099163588,-1.79302008529328,0.019,0.103,1,"Astrocytes"
"Usp14",0.0030256226429145,-1.79241224277764,0.071,0.168,1,"Astrocytes"
"Stk3",0.00266120850632291,1.79105119557651,0.128,0.053,1,"Astrocytes"
"Cfl1",4.68264029136345e-14,1.78957506510624,0.859,0.899,1.07541516931453e-09,"Astrocytes"
"1190007I07Rik",0.481736451293569,1.78892574137833,0.109,0.092,1,"Astrocytes"
"4933426M11Rik",0.0256363838485789,1.78796278651764,0.071,0.14,1,"Astrocytes"
"Wasl",0.0179881613026873,-1.78598733883332,0.192,0.291,1,"Astrocytes"
"Ric8",0.158976531349084,-1.78507322358003,0.077,0.117,1,"Astrocytes"
"Sh3bgrl3",0.201358455418462,1.78170358570415,0.199,0.288,1,"Astrocytes"
"Ddx18",0.0412356940294696,1.78013465467741,0.212,0.145,1,"Astrocytes"
"Kdm5c",0.00183015901519373,-1.77904533244063,0.077,0.182,1,"Astrocytes"
"Echdc2",0.507139721762762,1.77865115058253,0.09,0.112,1,"Astrocytes"
"Xab2",0.0128075717988905,-1.77643470408945,0.051,0.123,1,"Astrocytes"
"Stradb",0.0138011758920198,-1.77588859271081,0.038,0.103,1,"Astrocytes"
"Rreb1",0.572266178423667,1.77573948809933,0.09,0.106,1,"Astrocytes"
"Ddx56",0.0327772611791851,-1.77397523872717,0.058,0.117,1,"Astrocytes"
"Rap1gap",0.451822954753203,1.77304071998302,0.122,0.103,1,"Astrocytes"
"Synj1",0.201107271834226,1.77006580416809,0.199,0.151,1,"Astrocytes"
"0610010K14Rik",0.108038941211746,1.76998203515976,0.083,0.142,1,"Astrocytes"
"Zfp462",0.124995438763693,-1.76877627629789,0.071,0.117,1,"Astrocytes"
"Rbm26",0.359885460496547,1.76713685530719,0.372,0.383,1,"Astrocytes"
"Zswim6",0.890931993193101,1.76641322294834,0.115,0.115,1,"Astrocytes"
"Dedd",0.00284536067753067,-1.76641132285082,0.058,0.151,1,"Astrocytes"
"Zfp651",0.193578844336367,1.76395215704116,0.09,0.137,1,"Astrocytes"
"Ncaph2",0.00173674729275594,-1.76278780464429,0.103,0.221,1,"Astrocytes"
"Pdgfrb",0.182605885942428,1.76266881235652,0.16,0.218,1,"Astrocytes"
"A330023F24Rik",0.0241862355788432,-1.76157056839879,0.212,0.282,1,"Astrocytes"
"Fbxw7",0.0499507912548452,1.76145868336231,0.051,0.109,1,"Astrocytes"
"Wsb1",0.963294070911472,1.76089342820223,0.25,0.265,1,"Astrocytes"
"Krt14",2.12409584439752e-09,-1.76025518355761,0.019,0.237,4.87819851624335e-05,"Astrocytes"
"Ngrn",0.671519525651656,1.75980993102648,0.083,0.101,1,"Astrocytes"
"P2ry12",1.21314349006844e-07,1.75952813347952,0.051,0.271,0.00278610533929118,"Astrocytes"
"St6galnac4",0.973590217917062,1.75849942272936,0.103,0.109,1,"Astrocytes"
"0610011F06Rik",0.631817818255379,1.7582309606985,0.167,0.201,1,"Astrocytes"
"Strn4",0.588424819263411,1.75669327928643,0.147,0.134,1,"Astrocytes"
"Ccdc122",0.326232250312395,1.75312183640737,0.103,0.078,1,"Astrocytes"
"Mdm4",0.0907278839926922,-1.75302932217574,0.064,0.112,1,"Astrocytes"
"Ubxn7",0.0799103728155295,-1.75064683098085,0.09,0.142,1,"Astrocytes"
"Sfi1",0.899412133835801,1.74826182567966,0.115,0.112,1,"Astrocytes"
"Fam98a",0.341546215708756,1.74800377296132,0.103,0.078,1,"Astrocytes"
"Aqr",0.0908422769883749,-1.74467509250795,0.09,0.14,1,"Astrocytes"
"BC003965",0.0986653955264192,-1.7444862149184,0.103,0.154,1,"Astrocytes"
"Zfp36",0.247825321668664,1.74025968022187,0.115,0.159,1,"Astrocytes"
"Ppp1r3d",0.00349133756417822,-1.73998250030947,0.045,0.128,1,"Astrocytes"
"Limd2",0.0915112031931232,1.73937569797418,0.071,0.126,1,"Astrocytes"
"Fam163a",0.000267342252465137,-1.73717075415192,0.064,0.193,1,"Astrocytes"
"Ryk",4.88212728327652e-05,-1.73346457424453,0.16,0.33,1,"Astrocytes"
"March7",0.000797448390055942,-1.72815639147549,0.083,0.207,1,"Astrocytes"
"Ppp1r12c",0.435341823094052,1.72739150037868,0.083,0.106,1,"Astrocytes"
"Acat2",0.00358988792213936,-1.72677110814353,0.103,0.204,1,"Astrocytes"
"Usp5",0.00209817498484581,-1.72672113651018,0.071,0.173,1,"Astrocytes"
"Ppp2r5d",1.78409116858201e-06,-1.72643875141299,0.051,0.226,0.0409734377776545,"Astrocytes"
"Zfp238",0.151440229223413,1.72540407660337,0.064,0.109,1,"Astrocytes"
"Fam179b",0.133195720445727,-1.72511138562118,0.064,0.106,1,"Astrocytes"
"Clcn2",0.0596547246601197,-1.72472510016866,0.071,0.126,1,"Astrocytes"
"Dnase2a",0.600719397905587,1.72458746435618,0.109,0.098,1,"Astrocytes"
"Trf",0.111056346324526,1.72419231086914,0.276,0.436,1,"Astrocytes"
"Hnrnpa0",0.960581226406906,1.7232752683915,0.308,0.352,1,"Astrocytes"
"Pcnx",0.160413672661582,1.72102657388714,0.103,0.154,1,"Astrocytes"
"Epn1",0.0379501851789229,-1.72042214778479,0.077,0.14,1,"Astrocytes"
"Sun1",0.0372221290285695,1.71998065503588,0.071,0.14,1,"Astrocytes"
"Ctbp2",0.223458782862582,1.71674409958041,0.141,0.196,1,"Astrocytes"
"Tuba1c",0.00346681226239946,-1.71523393573858,0.256,0.358,1,"Astrocytes"
"Nipa2",0.064556478915748,-1.71454896933076,0.051,0.101,1,"Astrocytes"
"Spcs3",0.0389188253755076,-1.71319747942824,0.071,0.134,1,"Astrocytes"
"Sf3b4",0.384390493793648,1.71058843207703,0.154,0.201,1,"Astrocytes"
"Lypla1",7.27080708585992e-05,-1.71053447004274,0.077,0.223,1,"Astrocytes"
"Bcr",0.671609992684306,1.71047564120528,0.115,0.134,1,"Astrocytes"
"Nupr1",0.163383553618459,1.70911036850294,0.192,0.159,1,"Astrocytes"
"Cav2",0.000123608463096316,-1.70488445106582,0.064,0.196,1,"Astrocytes"
"Lrch3",0.000696562755443778,-1.70267010908761,0.045,0.151,1,"Astrocytes"
"Slbp",0.00795912611246565,-1.70255846397363,0.051,0.128,1,"Astrocytes"
"Prkca",0.609089649521022,1.70228257033742,0.122,0.142,1,"Astrocytes"
"Fbxl4",0.117847104464317,-1.7008405633022,0.077,0.123,1,"Astrocytes"
"Zfyve16",0.135845244271821,-1.69892606600416,0.064,0.103,1,"Astrocytes"
"Ddx19a",0.790089144602588,1.69773187863119,0.109,0.101,1,"Astrocytes"
"Rsph3a",0.0341230842002083,-1.69738101833063,0.058,0.117,1,"Astrocytes"
"Pdcl",0.00404500508918099,-1.69434869145908,0.038,0.12,1,"Astrocytes"
"Nrgn",0.0675287217188411,1.69257426762746,0.071,0.134,1,"Astrocytes"
"H2-D1",0.00056063821214339,1.69256034914823,0.333,0.634,1,"Astrocytes"
"Dbt",0.000144577892817859,-1.69245263657847,0.083,0.226,1,"Astrocytes"
"A930013F10Rik",0.00349501606336356,-1.69210510126129,0.032,0.112,1,"Astrocytes"
"Ssbp4",0.139446264130113,1.69159666959941,0.205,0.159,1,"Astrocytes"
"Fryl",0.691054777962494,1.69038634619956,0.173,0.165,1,"Astrocytes"
"Snhg8",0.025238637254717,-1.69038097723661,0.064,0.131,1,"Astrocytes"
"Napg",0.795707717264011,1.68854732134142,0.115,0.109,1,"Astrocytes"
"Trio",0.338418278284202,1.68712781403089,0.141,0.179,1,"Astrocytes"
"Rwdd4a",0.786507769014435,1.68669181575354,0.115,0.128,1,"Astrocytes"
"Mobp",0.114037054851999,-1.68665125115503,0.115,0.179,1,"Astrocytes"
"5730455P16Rik",0.0324906307251329,-1.68526221124118,0.096,0.17,1,"Astrocytes"
"Slc16a1",0.121391272585197,1.68492171989059,0.122,0.187,1,"Astrocytes"
"Grin2b",0.124862939105938,-1.68459147835957,0.141,0.187,1,"Astrocytes"
"Trim26",0.495417989378782,1.68417501555315,0.109,0.095,1,"Astrocytes"
"Ifngr1",0.40018678444043,1.68218863384097,0.199,0.257,1,"Astrocytes"
"Lgals3",0.000820943418406385,1.6791886418055,0.038,0.142,1,"Astrocytes"
"Lace1",0.111311491253055,-1.67566937473157,0.058,0.101,1,"Astrocytes"
"Rab12",0.000991585053608698,-1.67560434914678,0.122,0.246,1,"Astrocytes"
"Igfbp4",0.000928360332433168,1.67390830251868,0.019,0.106,1,"Astrocytes"
"Ssna1",0.717377125733897,1.67339579692424,0.147,0.148,1,"Astrocytes"
"Sec14l2",0.829973483391552,1.67294208884511,0.135,0.128,1,"Astrocytes"
"Ikbkap",0.00234960061651371,-1.67183662514847,0.038,0.128,1,"Astrocytes"
"Cecr5",0.00090752637803994,-1.6707522544921,0.045,0.148,1,"Astrocytes"
"Hmg20a",0.0114315706588164,-1.66603910956429,0.058,0.134,1,"Astrocytes"
"Afg3l1",0.923864517385187,1.66468391435758,0.122,0.131,1,"Astrocytes"
"Prpf38b",0.153682946662197,1.66276368545696,0.135,0.198,1,"Astrocytes"
"Cog8",0.120761921159155,-1.66166321208559,0.071,0.115,1,"Astrocytes"
"Wdr37",0.0016288128180809,-1.66155852577284,0.019,0.101,1,"Astrocytes"
"Enpp5",0.00282922379922733,-1.66038251383256,0.16,0.271,1,"Astrocytes"
"Cox16",0.00616985230036011,-1.6603654755643,0.103,0.198,1,"Astrocytes"
"Rpl13a",0.0181303987366797,1.65914904222468,0.615,0.648,1,"Astrocytes"
"Vps72",0.817503428328566,1.65845373431781,0.122,0.123,1,"Astrocytes"
"Wdfy3",0.0983577376436072,1.65584835281126,0.115,0.184,1,"Astrocytes"
"Sdc3",0.727896966318429,1.65491579138099,0.199,0.204,1,"Astrocytes"
"Nat8",0.626733808140738,1.65282890561471,0.115,0.137,1,"Astrocytes"
"Gsto1",0.0401702528727616,1.65248006076485,0.083,0.159,1,"Astrocytes"
"Gtf2b",0.245856233180961,1.65232349492057,0.109,0.156,1,"Astrocytes"
"Npat",0.00108188054335714,-1.65142790051082,0.026,0.115,1,"Astrocytes"
"Mbp",0.0198615591847848,-1.65133734488188,0.295,0.433,1,"Astrocytes"
"Agap1",0.0148594474775737,-1.64915171477741,0.045,0.112,1,"Astrocytes"
"Calm2",0.814079890392826,1.64628053327971,0.513,0.612,1,"Astrocytes"
"Plekha3",0.0386811097821368,-1.6448651730698,0.058,0.117,1,"Astrocytes"
"Chfr",0.392492152098207,1.64312592224473,0.103,0.084,1,"Astrocytes"
"Fam98b",0.371848914987826,1.64089752042927,0.096,0.128,1,"Astrocytes"
"Agl",2.25714586968817e-06,-1.63951401539782,0.16,0.363,0.0518376120432585,"Astrocytes"
"Myo18a",0.0185575526985883,-1.63786764860917,0.16,0.257,1,"Astrocytes"
"Thy1",0.00648920771979736,1.63744978375863,0.109,0.212,1,"Astrocytes"
"Dnajc10",0.0835829355675308,-1.63696101017833,0.077,0.128,1,"Astrocytes"
"Mink1",0.431425694478793,1.63686273755503,0.16,0.201,1,"Astrocytes"
"Actr3",0.000580962624001008,-1.63426744466259,0.128,0.268,1,"Astrocytes"
"Sorcs2",0.000673645346462121,-1.62709367978829,0.109,0.243,1,"Astrocytes"
"Kbtbd2",0.00147839504153195,-1.6269084348307,0.032,0.123,1,"Astrocytes"
"Sgpp1",0.00813899381684613,-1.61476616753349,0.077,0.162,1,"Astrocytes"
"Ecsit",0.27567627993978,1.6135355156935,0.083,0.117,1,"Astrocytes"
"Fkbp14",0.000965525956492249,-1.61302949960652,0.019,0.106,1,"Astrocytes"
"Usp21",0.235062114348526,1.61130936130281,0.096,0.14,1,"Astrocytes"
"Golim4",0.000933032940435658,-1.61057092294161,0.038,0.137,1,"Astrocytes"
"Cdk7",0.928979363264125,1.61028648313883,0.115,0.12,1,"Astrocytes"
"Psd2",0.197339081168975,1.60665513338175,0.231,0.327,1,"Astrocytes"
"Hdac3",0.218120414929983,-1.60632573213655,0.115,0.151,1,"Astrocytes"
"Uggt1",0.00401264377207563,-1.60595858777638,0.038,0.12,1,"Astrocytes"
"Senp2",0.000364485384764131,-1.60564955389025,0.045,0.156,1,"Astrocytes"
"Ube4a",0.000649984036181727,-1.60549119824664,0.051,0.162,1,"Astrocytes"
"Ppfibp2",0.0326250492727425,-1.60375239442371,0.058,0.12,1,"Astrocytes"
"Mfn2",0.169389676142426,1.60362726611461,0.083,0.128,1,"Astrocytes"
"Arpc5",0.0731542002745117,1.60270850195213,0.147,0.235,1,"Astrocytes"
"Fam76a",0.511344926113216,1.59983792572108,0.109,0.137,1,"Astrocytes"
"Ccndbp1",0.0461740621209347,-1.59916110109802,0.096,0.156,1,"Astrocytes"
"Slmap",0.441260048738067,1.59335076524244,0.109,0.14,1,"Astrocytes"
"Arhgap1",0.431751732985715,1.5933463442596,0.09,0.12,1,"Astrocytes"
"Dtx3",0.958905980855334,1.59312762795574,0.314,0.344,1,"Astrocytes"
"2900056M20Rik",0.692808135936906,1.59265661715017,0.115,0.134,1,"Astrocytes"
"Fnip1",0.00256615078777766,-1.5910953649102,0.071,0.17,1,"Astrocytes"
"Mpzl1",0.0157059963164227,1.58854158101985,0.064,0.145,1,"Astrocytes"
"2210415F13Rik",1.84144149699818e-06,-1.58829292913126,0.006,0.145,0.0422905454200601,"Astrocytes"
"Rrp8",0.00562916246644559,-1.58726753448624,0.058,0.142,1,"Astrocytes"
"Rbm27",0.12122233466119,-1.58686191150544,0.115,0.165,1,"Astrocytes"
"Tipin",0.0411306017761019,-1.58626868373826,0.051,0.106,1,"Astrocytes"
"Ncoa4",0.00151001184741629,-1.58453915950838,0.051,0.151,1,"Astrocytes"
"Stk38",0.0843070404825985,-1.58439696572702,0.096,0.151,1,"Astrocytes"
"Ifi27l1",0.116485404302146,1.58376404569499,0.359,0.33,1,"Astrocytes"
"Col9a3",0.780399977114055,1.58345551120144,0.154,0.145,1,"Astrocytes"
"Scand1",0.0710568839233563,1.58302483747768,0.314,0.263,1,"Astrocytes"
"Mex3c",0.0748830641361973,-1.58181734822232,0.064,0.115,1,"Astrocytes"
"Dnajc28",0.0617306387446111,-1.58119586965543,0.058,0.109,1,"Astrocytes"
"Gcn1l1",0.000258817898857771,-1.58095851088563,0.058,0.182,1,"Astrocytes"
"Adar",0.345275645268024,1.58090982691043,0.09,0.12,1,"Astrocytes"
"Prpf40a",0.000654100357858073,-1.58083591578653,0.096,0.218,1,"Astrocytes"
"Chd8",0.716772227482832,1.57834986544375,0.147,0.165,1,"Astrocytes"
"Cluap1",0.973563953919849,1.57507855818988,0.141,0.148,1,"Astrocytes"
"Pcbp4",0.685575203044205,1.57398627363747,0.16,0.156,1,"Astrocytes"
"Nudt4",0.496036469468876,1.57354881945302,0.122,0.106,1,"Astrocytes"
"Jund",0.240577393267968,1.57244136084947,0.378,0.349,1,"Astrocytes"
"6430527G18Rik",0.0827965392605464,1.57225537915865,0.147,0.223,1,"Astrocytes"
"Axl",3.58427525161313e-07,-1.57195412401897,0.16,0.397,0.00823164654285471,"Astrocytes"
"Sf3b3",0.0548563416206204,-1.57116591009117,0.058,0.112,1,"Astrocytes"
"Mettl3",0.295760317052986,1.57006895121504,0.128,0.101,1,"Astrocytes"
"Lrp3",0.589086322489942,1.56873406488746,0.147,0.128,1,"Astrocytes"
"Med24",0.0204931591898746,-1.56689778927809,0.051,0.117,1,"Astrocytes"
"Ubr5",2.81815677616774e-05,-1.5648092054183,0.096,0.265,0.647217885214683,"Astrocytes"
"Sema4d",0.303695979722874,1.56459323033561,0.109,0.145,1,"Astrocytes"
"Pcf11",0.00416689979925978,-1.5645867270746,0.083,0.182,1,"Astrocytes"
"Khsrp",0.786507769014435,1.56109153977018,0.115,0.128,1,"Astrocytes"
"Nsdhl",0.00639534042631154,-1.55932373744745,0.115,0.209,1,"Astrocytes"
"Dlc1",0.222724486817064,1.55888720096962,0.141,0.196,1,"Astrocytes"
"Tmem65",0.000174093820325717,-1.55704861366729,0.038,0.159,1,"Astrocytes"
"Lpin1",0.961190128218996,1.556903079726,0.122,0.128,1,"Astrocytes"
"Cerk",0.0197761996241104,1.55665491098654,0.038,0.103,1,"Astrocytes"
"Arpc4",0.80185189528638,1.55550720603296,0.41,0.444,1,"Astrocytes"
"Lmo4",0.376468731833402,1.55473123415799,0.506,0.528,1,"Astrocytes"
"4930455C21Rik",0.0367954289417838,-1.55440048043846,0.083,0.148,1,"Astrocytes"
"Lrrc41",0.000745550618405063,-1.55399857875552,0.032,0.131,1,"Astrocytes"
"Car1",3.1247396393485e-06,-1.55317417167092,0.006,0.14,0.0717627705572776,"Astrocytes"
"Gramd1a",0.0023779436079631,-1.55313294979413,0.058,0.154,1,"Astrocytes"
"Slc38a1",0.00157666475557776,1.55289621102724,0.224,0.117,1,"Astrocytes"
"Rab34",0.965535852858194,1.55265405902596,0.244,0.265,1,"Astrocytes"
"Zfp740",0.0842448856581315,1.55225611100853,0.115,0.07,1,"Astrocytes"
"Pak1ip1",0.426467676596874,1.55091016016927,0.16,0.198,1,"Astrocytes"
"Fmo1",0.000535592095189766,-1.55077214211387,0.038,0.145,1,"Astrocytes"
"Akap8",0.600894053189049,1.55030135829371,0.154,0.179,1,"Astrocytes"
"Raver1",0.00177154086575172,-1.55008626409125,0.032,0.12,1,"Astrocytes"
"Tulp3",0.637258775746003,1.54921649642671,0.205,0.243,1,"Astrocytes"
"Letm1",2.49112931580281e-06,-1.54842433154718,0.103,0.291,0.0572112758667274,"Astrocytes"
"Bicd1",0.0091345384294504,-1.54750382725129,0.071,0.154,1,"Astrocytes"
"Cebpz",0.932253334748146,1.54553730822542,0.128,0.128,1,"Astrocytes"
"Mettl10",0.037844565937425,-1.54470654408529,0.077,0.14,1,"Astrocytes"
